S.No,dept,Subject,Topic,level,Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Choice ,Explanation ,Reference,Unit Number
87,IT,JAVA,Interface & Abstract class,3,Which of the following is FALSE about abstract classes in Java,"If we derive an abstract class and do not implement all the abstract methods, then the derived class should also be marked as abstract using 'abstract' keyword",Abstract classes can have constructors,A class can be made abstract without any abstract method,A class can inherit from multiple abstract classes,4,multiple inheritence is not supported w.r.t classes,https://www.geeksforgeeks.org/interfaces-in-java/,2
88,IT,JAVA,Interface & Abstract class,1, What is an interface?,An interface is a collection of constants and method declarations,An interface is a class that a child class can extend.,An interface is a collection of GUI components.,An interface is the collection of public methods of a class.,1,interface definition,https://www.geeksforgeeks.org/interfaces-in-java/,2
89,IT,JAVA,Interface & Abstract class,2,"Which of the following is true about interfaces in java.  
1) An interface can contain following type of members.
....public, static, final fields (i.e., constants)
2) An instance of interface can be created.
3) A class can implement multiple interfaces.
4) Many classes can implement the same interface.

","1, 3 and 4","1, 2 and 4","2, 3 and 4","1, 2, 3 and 4",1,interface can not be intantiated,https://www.geeksforgeeks.org/interfaces-in-java/,2
90,IT,JAVA,Interface & Abstract class,3,Which of the following statement(s) with regard to an abstract class in JAVA is/are TRUE ? I. An abstract class is one that is not used to create objects. II. An abstract class is designed only to act as a base class to be inherited by other classes.,Only I,Only II,Neither I nor II,Both I and II,4,Abstract data class is not used to create objects in Java and it is designed only to act as a base class to be inherited by other classes. Both Statement are correct. For more information Refer:Abstract Classes in Java Option (D) is correct,https://www.geeksforgeeks.org/interfaces-in-java/,2
91,IT,JAVA,Interface & Abstract class,1,interface Taxable { double taxRate = 0.06; double calculateTax(); },No---because it contains a variable and interfaces cannot contain variables.,No---because the interface cannot contain a method that returns a value, Yes--taxRate will automatically be a constant since it is in an interface.,Yes--the method body will automatically be filled in.,3,all variables in interface are constant by default,https://www.geeksforgeeks.org/interfaces-in-java/,2
92,IT,JAVA,Interface & Abstract class,2,Which of the following is true?,"A child class can extend a parent or implement an interface, but not do both",A child class can extend just one parent and can implement just one interface.,A child class can extend just one parent and can implement zero or more interfaces.,"A child class can extend zero or more parents, and can implement zero or more interfaces.",3,multiple inheritence is not supported w.r.t classes and supported w.r.t interfaces,https://www.geeksforgeeks.org/interfaces-in-java/,2
93,IT,JAVA,Interface & Abstract class,3,"Can an interface name be used as the type of a variable, like this:  
public static void main( String[] args ) { SomeInterface x; ... }",No---a variable must always be an object reference type.,No---a variable must always be an object reference type or a primitive type., No---a variable must always be a primitive type.,Yes--the variable can refer to any object who's class implements the interface.,4,feature of interface,https://www.geeksforgeeks.org/interfaces-in-java/,2
94,IT,JAVA,Interface & Abstract class,1,Which of the following is correct way of implementing an interface salary by class manager?, class manager extends salary {},class manager implements salary {},class manager imports salary {},None of the mentioned.,2,class manager implements salary {},https://www.geeksforgeeks.org/interfaces-in-java/,2
95,IT,JAVA,Interface & Abstract class,2,Can an interface extend another interface?,No---only classes can be extended.,No---interfaces can not be part of a hierarchy.,Yes--since all interfaces automatically extend Object.,Yes,4,inheritence w.r.t interface,https://www.geeksforgeeks.org/interfaces-in-java/,2
96,IT,JAVA,Interface & Abstract class,3,Which if the following is correct,abstract class can not have non abstract methods,abstract class should have abstract methods,abstract class can have both abstract and non abstract methods,abstract class can be instantiated,3,feature of abstract class,https://www.tutorialspoint.com/java/java_abstraction.htm,2
97,IT,JAVA,Interface & Abstract class,1,"Given the following piece of code: 
public class School{         public abstract double numberOfStudent(); }",The keywords public and abstract cannot be used together.,The method numberOfStudent() in class School must have a body,You must add a return statement in method numberOfStudent().,Class School must be defined abstract.,4,abstract class definition,https://www.examveda.com/java-program/practice-mcq-question-on-interfaces-and-abstract-classes/,2
98,IT,JAVA,Interface & Abstract class,2,Which of the following class definitions defines a legal abstract class?,class A { abstract void unfinished() { } } ,class A { abstract void unfinished(); },abstract class A { abstract void unfinished(); } ,public class abstract A { abstract void unfinished(); },3,abstract keyword should be before class,https://www.examveda.com/java-program/practice-mcq-question-on-interfaces-and-abstract-classes/,2
99,IT,JAVA,Interface & Abstract class,3,"Suppose A is an abstract class, B is a concrete subclass of A, and both A and B have a default constructor. Which of the following is correct?   1. A a = new A();    2. A a = new B(); 3. B b = new A();  4. B b = new B();

",1 and 2 ,2 and 4,3 and 4,1 and 3,2,parent class reference can hold all of its child classes objects,https://www.examveda.com/java-program/practice-mcq-question-on-interfaces-and-abstract-classes/,2
100,IT,JAVA,Packages,1,"Which of the following is/are true about packages in Java?                    1 ) Every class is part of some package. 2) All classes in a file are part of the same package. 3) If no package is specified, the classes in the file go into a special unnamed package 4) If no package is specified, a new package is created with folder name of class and the class is put in this package. ",Both Type 1 and Type 2,Both Type 1 and Type 3,Both Type 3 and Type 4,Type 4 only,1,Package in java is designed for providing a way to keep one set of names separate from another. The class names declared in one Package does not conflict with the same class names declared in another,https://www.sanfoundry.com,2
101,IT,JAVA,Packages,1,Which of these is a mechanism for naming and visibility control of a class and its content?,Object,Packages,Interfaces,None of the Mentioned.,2,Packages are both naming and visibility control mechanism. We can define a class inside a package which is not accessible by code outside the package.,https://www.indiabix.com,2
102,IT,JAVA,Packages,1,Exception class is in _______ package,java.file,java.io,java.lang,java.util,3,No Explanation,Text Book,2
103,IT,JAVA,Packages,1,Which of this package is used for invoking a method remotely?,java.rmi,java.awt,java.util,java.util,1,java.rmi provides capabilities for remote method invocation.,,2
104,IT,JAVA,Packages,2,Which of this package is used for analyzing code during run-time?,java.applet,java.awt,java.io,java.lang.reflect,4,Reflection is the ability of a software to analyze itself. This is provided by java.lang.reflect package.,https://www.sanfoundry.com/java-mcqs-core-java-api-packages/,2
105,IT,JAVA,Packages,2,A method within a class is only accessible by classes that are defined within the same package as the class of the method. Which one of the following is used to enforce such restriction?,Declare the method with the keyword public,Declare the method with the keyword private,Declare the method with the keyword protected,Do not declare the method with any accessibility modifiers,4,No Explanation,https://codingcompiler.com/core-java-multiple-choice-questions-answers/,2
106,IT,JAVA,Packages,2,File class is included in which package?,java.io package ,java.lang package,java.awt package ,java.net.package,1,No Explanation,https://codingcompiler.com/core-java-multiple-choice-questions-answers/,2
107,IT,JAVA,Packages,2,Which package contain the JDBC classes,java.jdbc.,java.sql.jdbc,java.sql,javax.jdbc.sql,3,No Explanation,http://www.oodlescoop.com/tutorial/multiple-choice-questions/java-mcq.jsp,2
108,IT,JAVA,Packages,3,"What would be the output if the following code is executed?

import java.io.*;
protected class MyClass
{
Public static void main(String args[]){
System.out.println(“My First Class”);
}
}
",The code will not compile because the class cannot be 'protected';,code will not compile successfully but will not print anything on standard output,"   The program will compile and be executed successfully, print the message My First Clas.",  The code will not be compile because the main method cannot be written in a protected class,1,No Explanation,,2
109,IT,JAVA,Packages,1,What is the process of defining two or more methods within same class that have same name but different parameters declaration?,method overloading,method overriding, method hiding,none of the mentioned,1," Two or more methods can have same name as long as their parameters declaration is different, the methods are said to be overloaded and process is called method overloading. Method overloading is a way by which Java implements polymorphism.",https://www.sanfoundry.com,2
110,IT,JAVA,Packages,1,What is the process of defining a method in a subclass having same name & type signature as a method in its superclass?,Method overloading,Method overriding,Method hiding,None of the mentioned,2,No Explanation,https://www.sanfoundry.com,2
111,IT,JAVA,Packages,1, Which of these keywords can be used to prevent Method overriding?,static,constant,protected, final,4,"To disallow a method from being overridden, specify final as a modifier at the start of its declaration. Methods declared as final cannot be overridden.",https://www.sanfoundry.com,2
112,IT,JAVA,Packages,1, Which of these is supported by method overriding in Java?,Abstraction,Encapsulation,Polymorphism,None of the mentioned,3,No Explanation,https://www.sanfoundry.com,2
113,IT,JAVA,Packages,2,What concepts come under Polymorphism in java?, Method overloading, Constructor overloading,. Method overriding, All the above,4,No Explanation,https://www.interviewsansar.com/2019/03/11/mcqs-multiple-choice-questions-polymorphism-java/,2
114,IT,JAVA,Packages,2,What is an advantage of polymorphism? ,  The same program logic can be used with objects of several related types.,Variables can be re-used in order to save memory. ,  Constructing new objects from old objects of a similar type saves time. ,.    Polymorphism is a dangerous aspect of inheritance and should be avoided. ,1,No Explanation,http://web.cs.iastate.edu/,2
115,IT,JAVA,Packages,2,"Can an object of a child type be assigned to a variable of the parent type? For example, 
Card crd;
BirthDay bd = new BirthDay(""Lucinda"", 42);

crd = bd;   //  is this correct?
",No--there must always be an exact match between the variable and the object types. ,No--but a object of parent type can be assigned to a variable of child type,Yes--an object can be assigned to a reference variable of the parent type,Yes--any object can be assgned to any reference variable. ,3,No Explanation,http://web.cs.iastate.edu/,2
116,IT,JAVA,Packages,2,Can an abstract class define both abstract methods and non-abstract methods? ,  No--it must have all one or the other.,No--it must have all abstract methods.,    Yes--but the child classes do not inherit the abstract methods.,  Yes--the child classes inherit both.,4,No Explanation,web.cs.iastate.edu/,2
117,IT,JAVA,Packages,2,What is an abstract method? ,An abstract method is any method in an abstract class. ,.    An abstract method is a method which cannot be inherited. ,An abstract method is one without a body that is declared with the reserved word abstract. ,.    An abstract method is a method in the child class that overrids a parent method. ,3,No Explanation,http://web.cs.iastate.edu/,2
118,IT,JAVA,Packages,3,"What will be the output of the following program code?
class Rectangle{
      public int area(int length, int width){
            return  length*width;
      }
}
class Square extends Rectangle{
      public int area(long length, long width){
            return  (int) Math.pow(length, 2);
      }
}
public class Test{
      public static void main(String args[]){
            Square r = new Square();
            System.out.println(r.area(5 , 4));
      }
}", Will not compile.,Will compile and run printing out 20,Runtime error,Will compile and run printing out 25,2,No Explanation,www.examveda.com,2
119,IT,JAVA,Packages,3,"What will be the output?
class A{
 static void method(){
  System.out.println(""Class A method"");
 }
}
class B extends A{
 static void method(){
  System.out.println(""Class B method"");
 }
}
public class Test{
 public static void main(String args[]){
  A a = new B();
  a.method();
 }
}",Class A method, Class B method, Compilation Error, Runtime Error,1,Overriding in Java simply means that the particular method would be called based on the run time type of the object and not on the compile time type. But in the above case the methods are static which means access to them is always resolved during compile time only using the compile time type information. Accessing them using object references is just an extra liberty given by the designers of Java.,www.examveda.com,2
120,IT,JAVA,Packages,3,"class GFG 
{ 
 protected void getData() 
 { 
  System.out.println(""Inside GFG""); 
 } 
} 
class GeeksforGeeks extends GFG 
{ 
 protected void getData() 
 { 
  System.out.println(""Inside GeeksforGeeks""); 
 } 
} 

public class Test 
{ 
 public static void main(String[] args) 
 { 
  GFG obj = new GeeksforGeeks(); 
  obj.getData(); 
 } 
} 
", Inside GFG, Inside GeeksforGeeks, Compilation error,Runtime error,2,"A reference variable of GFG class is used to point to an object of class GeeksforGeeks. At the time of compilation, the JVM checks whether the method being called is defined in GFG class, but at the runtime, JVM invoke the method of GeeksforGeeks class because the object is from class GeeksforGeeks. Refer to static vs dynamic binding in java for more details.",www.geeksforgeeks.org,2
121,IT,JAVA,Packages,3,"class Test 
{ 
 void myMethod() 
 { 
  System.out.println(""GeeksforGeeks""); 
 } 
} 
public class Derived extends Test 
{ 
 void myMethod() 
 { 
  System.out.println(""GFG""); 
 } 
 
 public static void main(String[] args) 
 { 
  Derived object = new Test(); 
  object.myMethod(); 
 } 
} 
",GeeksforGeeks,GFG,Compilation error,Runtime error,3,A child class cannot be used as a reference to an object of super class.,www.geeksforgeeks.org,2
122,IT,JAVA,Exception Handling,3,When does Exceptions in Java arises in code sequence?,Run Time,Compilation Time,Can Occur Any Time,None of the mentioned,1,Exceptions in java are run-time errors.,https://www.sanfoundry.com,3
123,IT,JAVA,Exception Handling,1,Which of these keywords is not a part of exception handling?,try,finally,thrown,catch,3,"Exceptional handling is managed via 5 keywords – try, catch, throws, throw and finally.",https://www.sanfoundry.com,3
124,IT,JAVA,Exception Handling,1,Which of these keywords must be used to monitor for exceptions?,try,finally,throw,catch,1,No Explanation,https://www.sanfoundry.com,3
125,IT,JAVA,Exception Handling,1,Which of these keywords must be used to handle the exception thrown by try block in some rational manner?,try,finally,throw,catch,4,"If an exception occurs within the try block, it is thrown and cached by catch block for processing.",https://www.sanfoundry.com,3
126,IT,JAVA,Exception Handling,1,Which of these keywords is used to manually throw an exception?,try,finally,throw,catch,3,No Explanation,https://www.interviewsansar.com/2019/03/11/mcqs-multiple-choice-questions-polymorphism-java/,3
127,IT,JAVA,Exception Handling,1,Which of these is a super class of all exceptional type classes?,String,RuntimeExceptions,Throwable ,Cachable,3,All the exception types are subclasses of the built in class Throwable.,http://web.cs.iastate.edu/,3
128,IT,JAVA,Exception Handling,1,Which of these class is related to all the exceptions that can be caught by using catch?,Error,Exception,RuntimeExecption,All of the mentioned,2,"Error class is related to java run time error that can’t be caught usually, RuntimeExecption is subclass of Exception class which contains all the exceptions that can be caught.",http://web.cs.iastate.edu/,3
129,IT,JAVA,Exception Handling,1,Which of these class is related to all the exceptions that cannot be caught?,Error,Exception,RuntimeExecption,All of the mentioned,1,"Error class is related to java run time error that can’t be caught usually, RuntimeExecption is subclass of Exception class which contains all the exceptions that can be caught.",web.cs.iastate.edu/,3
130,IT,JAVA,Exception Handling,1,Which of these handles the exception when no catch is used?,Default handler,finally ,throw handler,Java run time system,1,No Explanation,http://web.cs.iastate.edu/,3
131,IT,JAVA,Exception Handling,1,Which of the following operators is used to generate instance of an exception which can be thrown using throw?,thrown ,alloc,malloc,new,4,new operator is used to create instance of an exception. Exceptions may have parameter as a String or have no parameter.,www.examveda.com,3
132,IT,JAVA,Exception Handling,1,Which of these keywords is used to by the calling function to guard against the exception that is thrown by called function?,try,throws,throw,catch,2,If a method is capable of causing an exception that it does not handle. It must specify this behaviour the behaviour so that callers of the method can guard themselves against that exception. This is done by using throws clause in methods declaration.,www.examveda.com,3
133,IT,JAVA,Exception Handling,2,"At runtime, error is recoverable.",TRUE,FALSE,,,2,Error is not recoverable at runtime. The control is lost from the application.,www.geeksforgeeks.org,3
134,IT,JAVA,Exception Handling,2,A single try block must be followed by which of these?,finally ,catch,finally & catch,none of the mentioned,3,"try block can be followed by any of finally or catch block, try block checks for exceptions and work is performed by finally and catch block as per the exception.",https://www.sanfoundry.com,3
135,IT,JAVA,Exception Handling,2,Which of these clause will be executed even if no exceptions are found?,throws,finally ,throw,catch,2,finally keyword is used to define a set of instructions that will be executed irrespective of the exception found or not.,https://www.sanfoundry.com,3
136,IT,JAVA,Exception Handling,2,"What will be the output of the program
public class Foo{
public static void main(String args[]){
try{
return;
}finally{
System.out.println(“Finally”);
}
}
}
",finally ,Compilation fails,code runs with no output,an exception is thrown at runtime,1,"If you put a finally block after a try and its associated catch blocks, then once execution enters the try block, the code in that finally block will definitely be executed except in the following circumstances: 
1. An exception arising in the finally block itself. 
2. The death of the thread. 
3. The use of System.exit() 
4. Turning off the power to the CPU. 
",https://www.sanfoundry.com,3
137,IT,JAVA,Exception Handling,2,"What will be the output of the program
try 
{ 
    int x = 0; 
    int y = 5 / x; 
} 
catch (Exception e) 
{
    System.out.println(""Exception""); 
} 
catch (ArithmeticException ae) 
{
    System.out.println("" Arithmetic Exception""); 
} 
System.out.println(""finished"");

",finished,Exception,compilation fails,Arithmetic Exceptional,3,"Compilation fails because ArithmeticException has already been caught. ArithmeticException is a subclass of java.lang.Exception, by time the ArithmeticException has been specified it has already been caught by the Exception class.
If ArithmeticException appears before Exception, then the file will compile. When catching exceptions the more specific exceptions must be listed before the more general (the subclasses must be caught before the superclasses).
",https://www.sanfoundry.com,3
138,IT,JAVA,Exception Handling,2,Exception class is in ----------------package,java.io,java.file,java.lang,java.util,3," java.lang.Throwable
public class Exception extends Throwable 
The class Exception and its subclasses are a form of Throwable that indicates conditions that a reasonable application might want to catch. 
",https://www.interviewsansar.com/2019/03/11/mcqs-multiple-choice-questions-polymorphism-java/,3
139,IT,JAVA,Exception Handling,2,"To create our own exception class, we have to",Extend exception class,create our own try and catch block,use finally block,use throws keywords,1,"Java provides us facility to create our own exceptions which are basically derived classes of Exception.
Example
class MyException extends Exception{}
",http://web.cs.iastate.edu/,3
140,IT,JAVA,Exception Handling,2, Which of the following must be true of the object thrown by a throw statement?,It must be assignable to the throwable type,It must be assignable to the error type,It must be assignable to the Exception type,It must be assignable to the string type,1,"The throw statement requires a single argument: a throwable object. Throwable objects are instances of any subclass of the Throwable class. Here’s an example of a throw statement: 
throw someThrowableObject;
",http://web.cs.iastate.edu/,3
141,IT,JAVA,Exception Handling,2,FileNotFoundException,is a subclass/extends IOException,is a compile time exception,Found in java.io package,All,4,"public class FileNotFoundException extends IOException
Signals that an attempt to open the file denoted by a specified pathname has failed. 
This exception will be thrown by the FileInputStream, FileOutputStream, and RandomAccessFile constructors when a file with the specified pathname does not exist. It will also be thrown by these constructors if the file does exist but for some reason is inaccessible, for example when an attempt is made to open a read-only file for writing.
",web.cs.iastate.edu/,3
142,IT,JAVA,Exception Handling,2,Whic of these are java.lang.Error in exception handling in java?,VirtualMachineError,ALL,AssertionError,ThreadDeath,2,"An Error is a subclass of Throwable that indicates serious problems that a reasonable application should not try to catch. Most such errors are abnormal conditions. The ThreadDeath error, though a ""normal"" condition, is also a subclass of Error because most applications should not try to catch it. ",http://web.cs.iastate.edu/,3
143,IT,JAVA,Exception Handling,3,Which is valid about java.lang.Exceptions?,The class Exception and all its subclasses that are not also subclasses of RuntimeException are checked exceptions,The class error and all its subclasses are unchecked exceptions,The class RuntimeException and all its subclasses are unchecked exceptions,All,4,"public class Exception extends Throwable
The class Exception and its subclasses are a form of Throwable that indicates conditions that a reasonable application might want to catch. 
The class Exception and any subclasses that are not also subclasses of RuntimeException are checked exceptions. Checked exceptions need to be declared in a method or constructor's throws clause if they can be thrown by the execution of the method or constructor and propagate outside the method or constructor boundary.
",www.examveda.com,3
144,IT,JAVA,Exception Handling,3,can a method be overloaded on the basis of exception?,Will produce runtime Error,will produce compiletime error – ambiguity error,yes can be overloaded on basis of exception,None,3,The overloaded method can throw any exception thrown / not thrown by the method it overloads because both are independent things.,www.examveda.com,3
145,IT,JAVA,Exception Handling,3,"What is the output of this program?
Class exception_handling 
        {
            public static void main(String args[])
            {
                try 
                {
                    int a = 1;
                    int b = 10 / a;
                    try 
                    {
                         if (a == 1)
                             a = a / a - a;
                         if (a == 2) 
                         {
                             int c[] = {1};
                             c[8] = 9;
                         }
                    }
                    finally 
                    {
                        System.out.print(""A"");
                    }
                }
                catch (Exception e) 
                {
                        System.out.println(""B"");
                }
            }
        }

",A,B,AB,BA,1,The inner try block does not have a catch which can tackle ArrayIndexOutOfBoundException hence finally is executed which prints ‘A’ the outer try block does have catch for ArrayIndexOutOfBoundException exception but no such exception occurs in it hence its catch is never executed and only ‘A’ is printed.,www.geeksforgeeks.org,3
146,IT,JAVA,Exception Handling,3,"What is the output of this program?
class exception_handling 
    {
        public static void main(String args[]) 
        {
            try 
            {
                throw new NullPointerException (""Hello"");
            }
            catch(ArithmeticException e)
            {
         System.out.print(""B"");         
            }
        }
    }


",A,B,Compilation Error,RUNTIME ERROR,4,"Try block is throwing NullPointerException but the catch block is used to counter Arithmetic Exception. Hence NullPointerException occurs since no catch is there which can handle it, runtime error occurs.",https://www.sanfoundry.com,3
147,IT,JAVA,Exception Handling,3,Which of these exceptions will occur if we try to access the index of an array beyond its length?,ArithmeticException,ArrayException,ArrayIndexException,ArrayIndexOutOfBoundsException,4,ArrayIndexOutOfBoundsException is a built in exception that is caused when we try to access an index location which is beyond the length of an array.,https://www.sanfoundry.com,3
148,IT,JAVA,Exception Handling,3,"What is the output of this program?
 class exception_handling 
    {
        public static void main(String args[]) 
        {
            try 
            {
                System.out.print(""A"");
                throw new NullPointerException (""Hello"");
            }
            catch(ArithmeticException e) 
            {
                System.out.print(""B"");         
            }
        }
    }


",A,B,Hello,Runtime Exception,3,Because we can’t go beyond array limit,https://www.sanfoundry.com,3
149,IT,JAVA,Exception Handling,3,"What is the output of this program?
class exception_handling 
    {
        public static void main(String args[]) 
        {
            try 
            {
                int i, sum;
                sum = 10;
                for (i = -1; i < 3 ;++i) 
                {
                    sum = (sum / i);
                System.out.print(i);
                }
            }
            catch(ArithmeticException e) 
            {      
                System.out.print(""0"");
            }
        }
    }

",-1,0,-10,-101,3,For the 1st iteration -1 is displayed. The 2nd exception is caught in catch block and 0 is displayed.,https://www.sanfoundry.com,3
150,IT,JAVA,Exception Handling,3,What exception thrown by parseInt() method?,ArithmeticException,ClassNotFoundException,NullPointerException,NumberFormatException,4, parseInt() method parses input into integer. The exception thrown by this method is NumberFormatException.,https://www.interviewsansar.com/2019/03/11/mcqs-multiple-choice-questions-polymorphism-java/,3
151,IT,JAVA,Exception Handling,3,"What is the output of this program?
class exception_handling 
    {
        public static void main(String args[]) 
        {
            try 
            {
                System.out.print(""Hello"" + "" "" + 1 / 0);
            }
            catch(ArithmeticException e) 
            {
         System.out.print(""World"");         
            }
        }
    }

",Hello,World,Hello World,HelloWorld,2,"System.ou.print() function first converts the whole parameters into a string and then prints, before “Hello” goes to output stream 1 / 0 error is encountered which is cached by catch block printing just “World”.",http://web.cs.iastate.edu/,3
152,IT,JAVA,Multithreading,3,What is multithreaded programming?,It’s a process in which two different processes run simultaneously,It’s a process in which two or more parts of same process run simultaneously,It’s a process in which many different process are able to access same information, It’s a process in which a single process can access information from many sources,2,Multithreaded programming a process in which two or more parts of the same process run simultaneously.,http://web.cs.iastate.edu/,3
153,IT,JAVA,Multithreading,1,What decides thread priority?,process,process scheduler,Thread,Thread Scheduler,4,"Thread scheduler decides the priority of the thread execution. This cannot guarantee that higher priority thread will be executed first, it depends on thread scheduler implementation that is OS dependent.",web.cs.iastate.edu/,3
154,IT,JAVA,Multithreading,1,What requires less resources?,Thread,process,Thread and Process,Neither Thread nor Process,1,Thread is a lightweight and requires less resources to create and exist in the process. Thread shares the process resources.,http://web.cs.iastate.edu/,3
155,IT,JAVA,Multithreading,1,Which of these method can be used to make the main thread to be executed last among all the threads?,stop(),sleep(),join(),call(),2,"By calling sleep() within main(), with long enough delay to ensure that all child threads terminate prior to the main thread.",www.examveda.com,3
156,IT,JAVA,Multithreading,1,Which of these method is used to find out that a thread is still running or not?,run(),Alive(),isAlive(),checkRun(),3,The isAlive( ) method returns true if the thread upon which it is called is still running. It returns false otherwise.,www.examveda.com,3
157,IT,JAVA,Multithreading,1,What is the default value of priority variable MIN_PRIORITY AND MAX_PRIORITY?,0 & 256,0 & 1,1 & 10,1 & 256,3,The priority dat type is Integers and it is from 1 – 10,www.geeksforgeeks.org,3
158,IT,JAVA,Multithreading,1,Which of these method waits for the thread to terminate?,sleep(),isAlive(),join(),stop(),3,java.lang.Thread class provides the join() method which allows one thread to wait until another thread completes its execution.,www.java-samples.com,3
159,IT,JAVA,Multithreading,1,Which of these method is used to explicitly set the priority of a thread?,set(),make(),setPriority(),makePriority(),3,"The default value of priority given to a thread is 5 but we can explicitly change that value between the permitted values 1 & 10, this is done by using the method setPriority().",www.allindiaexams.in,3
160,IT,JAVA,Multithreading,1,Which of these method is used to implement Runnable interface?,stop(),run(),runThread(),stopThread(),2,"To implement Runnable interface, a class needs only to implement a single method called run().",www.sanfoundry.com,3
161,IT,JAVA,Multithreading,1,Which of these interface is implemented by Thread class?,Runnable,Connections,set,MapConnections,1,Runnable interface is used to create thread.,www.easytutorial.in,3
162,IT,JAVA,Multithreading,1,Which of these method is used to begin the execution of a thread?,run(),start(),runThread(),startThread(),2,The start() method of thread class is used to begin the execution of thread.,https://www.sanfoundry.com,3
163,IT,JAVA,Multithreading,2,How can a thread go from waiting to Runnable state?,notify/notifyAll,when sleep time is up,using resume(0 method when thread was suspended,All,4,A thread in the runnable state is executing in the Java virtual machine but it may be waiting for other resources from the operating system such as processor.,www.javamadesoeasy.com,3
164,IT,JAVA,Multithreading,2,Which of these class is used to make a thread?,String,System,Thread,Runnable,3,"Thread class is used to make threads in java, Thread encapsulates a thread of execution. To create a new thread the program will either extend Thread or implement the Runnable interface.",http://www.allindiaexams.in,3
165,IT,JAVA,Multithreading,2,Which of these method of Thread class is used to find out the priority given to a thread?,get(),ThreadPriority(),getPriority(),getThreadPriority(),3,getPriority() Method is used to find priority of the thread.,www.sanfoundry.com,3
166,IT,JAVA,Multithreading,2,What does not prevent JVM from terminating?,process,Daemon Thread,user Thread,JVM Thread,2,Daemon thread runs in the background and does not prevent JVM from terminating. Child of daemon thread is also daemon thread.,www.geeksforgeeks.org,3
167,IT,JAVA,Multithreading,2,Which of these statements is incorrect?,A thread can be formed by implementing Runnable interface only.,A thread can be formed by a class that extends Thread class.,start() method is used to begin execution of the thread., run() method is used to begin execution of a thread before start() method in special cases.,4,"run() method is used to define the code that constitutes the new thread, it contains the code to be executed. start() method is used to begin execution of the thread that is execution of run(). run() itself is never used for starting execution of the thread.",www.sanfoundry.com,3
168,IT,JAVA,Multithreading,2,What is synchronization in reference to a thread?,It’s a process of handling situations when two or more threads need access to a shared resource.,Its a process by which many thread are able to access same shared resource simultaneously.,Its a process by which a method is able to access many different threads simultaneously.,Its a method that allow to many threads to access any information require.,1,"When two or more threads need to access the same shared resource, they need some way to ensure that the resource will be used by only one thread at a time, the process by which this is achieved is called synchronization.",www.sanfoundry.com,3
169,IT,JAVA,Multithreading,2,Which of the following is a correct constructor for thread?,"Thread(Runnable a, String str)",Thread(int priority),"Thread(Runnable a, int priority)","Thread(Runnable a, ThreadGroup t)",1,"Thread(Runnable a, String str) is a valid constructor for thread. Thread() is also a valid constructor.",www.tutorialspoint.com,3
170,IT,JAVA,Multithreading,2,Which of the following stops execution of a thread?,Calling SetPriority() method on a Thread object,Calling notify() method on an object,Calling wait() method on an object,Calling read() method on an InputStream object,2,notify() wakes up a single thread which is waiting for this object.,www.indiabix.com,3
171,IT,JAVA,Multithreading,2,Which of these method is used to tell the calling thread to give up a monitor and go to sleep until some other thread enters the same monitor?,wait(),notify(),notifyAll(),sleep(),1,wait() method is used to tell the calling thread to give up a monitor and go to sleep until some other thread enters the same monitor. This helps in avoiding polling and minimizes CPU idle time.,www.sanfoundry.com,3
172,IT,JAVA,Multithreading,2,Which of this method is used to avoid polling in Java?,wait(),notify(),notifyAll(),All of the mentioned above,4,"Polling is a usually implemented by looping in CPU is wastes CPU time, one thread being executed depends on other thread output and the other thread depends on the response on the data given to the first thread. In such situation CPU time is wasted, in Java this is avoided by using methods wait(), notify() and notifyAll().",www.proprofs.com,3
173,IT,JAVA,Multithreading,3,Which of these method wakes up all the threads?,wakeAll(),notify(),start(),notifyAll(),4,notifyAll() wakes up all the threads that called wait() on the same object. The highest priority thread will run first.,https://www.sanfoundry.com,3
174,IT,JAVA,Multithreading,3,Which of the following will ensure the thread will be in running state?,yield(),notify(),wait(),Thread.killThread(),3,"wait() always causes the current thread to go into the object’s wait pool. Hence, using this in a thread will keep it in running state.",www.indiabix.com,3
175,IT,JAVA,Multithreading,3,What is true about threading?,run() method calls start() method and runs the code,run() method creates new thread,run() method can be called directly without start() method being called,start() method creates new thread and calls code written in run() method,4,start() eventually calls run() method. Start() method creates thread and calls the code written inside run method.,www.javamadesoeasy.com,3
176,IT,JAVA,Multithreading,3,"What is the output of this program?
 class multithreaded-programing
    {
        public static void main(String args[])
        {
            Thread t = Thread.currentThread();
            System.out.println(t);        
        }
    }","Thread[5,main]","Thread[main,0]","Thread[main,5]","Thread[main,5,main]",4,"1. main is name of the current thread
2.priority of the thread if not mentioned it will have default priority which is 5
3.Thread group name.",www.sanfoundry.com,3
177,IT,JAVA,Multithreading,3,What should not be done to avoid deadlock?,Avoid using multiple threads,Avoid hold several locks at once,Execute foreign code while holding a lock,Use interruptible locks,3,To avoid deadlock situation in Java programming do not execute foreign code while holding a lock.,www.javarevisitedblogspot.com,3
178,IT,JAVA,Multithreading,3,What is true about time slicing?,Time slicing is OS service that allocates CPU time to available runnable thread,Time slicing is the process to divide the available CPU time to available runnable thread,Time slicing depends on its implementation in OS,Time slicing allocates more resources to thread,2,Time slicing is the process to divide the available CPU time to available runnable thread.,www.sanfoundry.com,3
